pair,row_value,column_value,count,row_total,column_total,total
field_of_study_en__works_in_industry_en,logistics,chemicals,1,100,100,5000
field_of_study_en__works_in_industry_en,logistics,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,government,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,infrastructure,3,100,100,5000
field_of_study_en__works_in_industry_en,logistics,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,law,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,media,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,property,1,100,100,5000
field_of_study_en__works_in_industry_en,logistics,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,research,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,security,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,software,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,space,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,timber,3,100,100,5000
field_of_study_en__works_in_industry_en,logistics,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,logistics,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,management,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,management,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,management,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,management,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,management,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,management,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,management,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,management,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,management,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,management,books,2,100,100,5000
field_of_study_en__works_in_industry_en,management,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,management,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,management,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,management,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,management,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,management,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,management,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,management,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,management,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,management,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,management,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,management,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,management,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,management,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,management,government,2,100,100,5000
field_of_study_en__works_in_industry_en,management,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,management,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,management,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,management,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,management,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,management,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,management,law,2,100,100,5000
field_of_study_en__works_in_industry_en,management,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,management,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,management,media,2,100,100,5000
field_of_study_en__works_in_industry_en,management,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,management,property,2,100,100,5000
field_of_study_en__works_in_industry_en,management,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,management,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,management,research,2,100,100,5000
field_of_study_en__works_in_industry_en,management,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,management,security,2,100,100,5000
field_of_study_en__works_in_industry_en,management,software,2,100,100,5000
field_of_study_en__works_in_industry_en,management,space,2,100,100,5000
field_of_study_en__works_in_industry_en,management,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,management,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,management,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,management,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,management,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,management,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,academia,1,100,100,5000
field_of_study_en__works_in_industry_en,marketing,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,books,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,extraction,1,100,100,5000
field_of_study_en__works_in_industry_en,marketing,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,government,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,investment,3,100,100,5000
field_of_study_en__works_in_industry_en,marketing,law,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,media,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,pharmaceuticals,3,100,100,5000
field_of_study_en__works_in_industry_en,marketing,property,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,research,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,security,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,software,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,space,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,marketing,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,architecture,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,banking,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,biotech,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,books,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,chemicals,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,communications,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,consulting,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,engineering,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,extraction,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,fabrication,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,government,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,groceries,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,healthcare,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,infrastructure,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,law,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,logistics,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,maritime,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,media,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,pharmaceuticals,1,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,property,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,research,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,security,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,software,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,space,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,waste,3,100,100,5000
field_of_study_en__works_in_industry_en,mechanics,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,books,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,consulting,3,100,100,5000
field_of_study_en__works_in_industry_en,media studies,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,government,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,infrastructure,1,100,100,5000
field_of_study_en__works_in_industry_en,media studies,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,law,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,media,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,property,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,research,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,security,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,software,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,space,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,media studies,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,architecture,1,100,100,5000
field_of_study_en__works_in_industry_en,medicine,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,books,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,chemicals,3,100,100,5000
field_of_study_en__works_in_industry_en,medicine,communications,3,100,100,5000
field_of_study_en__works_in_industry_en,medicine,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,government,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,healthcare,1,100,100,5000
field_of_study_en__works_in_industry_en,medicine,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,law,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,media,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,property,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,research,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,security,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,software,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,space,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,medicine,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,music,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,music,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,music,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,music,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,music,architecture,3,100,100,5000
field_of_study_en__works_in_industry_en,music,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,music,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,music,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,music,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,music,books,2,100,100,5000
field_of_study_en__works_in_industry_en,music,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,music,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,music,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,music,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,music,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,music,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,music,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,music,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,music,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,music,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,music,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,music,farming,1,100,100,5000
field_of_study_en__works_in_industry_en,music,fashion,1,100,100,5000
field_of_study_en__works_in_industry_en,music,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,music,government,2,100,100,5000
field_of_study_en__works_in_industry_en,music,groceries,3,100,100,5000
field_of_study_en__works_in_industry_en,music,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,music,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,music,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,music,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,music,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,music,law,2,100,100,5000
field_of_study_en__works_in_industry_en,music,logistics,3,100,100,5000
field_of_study_en__works_in_industry_en,music,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,music,media,2,100,100,5000
field_of_study_en__works_in_industry_en,music,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,music,property,2,100,100,5000
field_of_study_en__works_in_industry_en,music,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,music,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,music,research,2,100,100,5000
field_of_study_en__works_in_industry_en,music,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,music,security,2,100,100,5000
field_of_study_en__works_in_industry_en,music,software,2,100,100,5000
field_of_study_en__works_in_industry_en,music,space,2,100,100,5000
field_of_study_en__works_in_industry_en,music,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,music,timber,1,100,100,5000
field_of_study_en__works_in_industry_en,music,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,music,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,music,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,music,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,automotive,1,100,100,5000
field_of_study_en__works_in_industry_en,nursing,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,books,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,entertainment,3,100,100,5000
field_of_study_en__works_in_industry_en,nursing,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,government,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,law,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,media,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,property,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,research,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,security,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,software,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,space,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,nursing,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,banking,1,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,books,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,chemicals,3,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,extraction,1,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,government,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,pharmacy,infrastructure,2,100,100,5000
